tourist_id,age,gender,nationality,city_visited,trip_duration_days,season,travel_company,total_spending_usd
T01416,6,Female,Sweden,Hurghada,10,Winter,Embrace Egypt,3005.17
T01417,9,Male,Italy,Aswan,4,Autumn,Sun International,554.68
T01418,7,Female,Spain,Cairo,3,Summer,Insight Vacations Egypt,396.99
T01419,5,Male,France,Luxor,4,Spring,Travel World Egypt,916.26
T01420,16,Female,Germany,Sharm El Sheikh,10,Autumn,Superior Travel Egypt,1768.78
T01421,17,Female,Germany,Luxor,9,Winter,Egypt Tours Portal,1139.71
T01422,13,Male,France,Luxor,2,Summer,Isis Travel,342.35
T01423,12,Male,Canada,Cairo,4,Autumn,Travel Masters Egypt,540.3
T01424,12,Male,Denmark,Hurghada,9,Autumn,Lotus Tours Egypt,2586.5
T01425,8,Male,Italy,Cairo,5,Winter,International Travel Egypt,698.0
T01426,9,Male,Netherlands,Alexandria,2,Winter,Great Pyramid Travel,199.6
T01427,5,Female,Australia,Sharm El Sheikh,3,Summer,Osoris Travel,1041.43
T01428,13,Female,UK,Sharm El Sheikh,9,Winter,Globe Travel Egypt,2762.6
T01429,18,Male,Sweden,Alexandria,5,Spring,Blue Sky Travel Egypt,745.23
T01430,13,Female,USA,Hurghada,7,Summer,Silver Travel Egypt,1306.71
T01431,13,Female,Italy,Alexandria,10,Spring,Ultimate Travel Egypt,1318.82
T01432,6,Male,Germany,Cairo,4,Summer,Emo Tours Egypt,672.74
T01433,18,Female,Sweden,Alexandria,7,Summer,Oasis Travel Egypt,1207.88
T01434,11,Female,Denmark,Cairo,3,Spring,Orient Travel Egypt,490.69
T01435,6,Female,Spain,Cairo,6,Summer,Victory Travel Egypt,1126.31
T01436,10,Male,Canada,Hurghada,10,Autumn,Grand Tours Egypt,1546.21
T01437,5,Female,Norway,Luxor,10,Summer,Falcon Travel Egypt,1610.08
T01438,5,Male,Spain,Aswan,3,Summer,Prestige Travel Egypt,878.42
T01439,11,Male,Italy,Cairo,4,Winter,Majestic Travel Egypt,608.42
T01440,15,Female,Germany,Luxor,5,Winter,Abercrombie & Kent Egypt,891.08
T01441,11,Male,Canada,Aswan,8,Autumn,Echo Egypt Travel,2281.8
T01442,13,Male,Sweden,Sharm El Sheikh,5,Spring,Karnak Tours,1733.29
T01443,18,Female,Australia,Hurghada,8,Autumn,Diamond Travel Egypt,1998.75
T01444,7,Male,Germany,Sharm El Sheikh,7,Summer,Professional Travel Egypt,1181.47
T01445,12,Male,Australia,Cairo,10,Spring,Pharaohs Tours,971.19
T01446,11,Male,Germany,Alexandria,8,Autumn,Travel Experts Egypt,732.13
T01447,10,Female,Italy,Luxor,5,Autumn,Echo Egypt Travel,971.53
T01448,7,Female,UK,Hurghada,9,Autumn,Professional Travel Egypt,2453.26
T01449,13,Female,Germany,Hurghada,10,Spring,Zenith Travel Egypt,2186.35
T01450,7,Male,Norway,Sharm El Sheikh,2,Spring,Spring Tours,502.26
T01451,6,Male,USA,Alexandria,5,Autumn,Crystal Travel Egypt,548.64
T01452,17,Male,Germany,Sharm El Sheikh,9,Winter,Universal Travel Egypt,1813.98
T01453,11,Male,Norway,Alexandria,2,Summer,Modern Travel Egypt,248.22
T01454,18,Female,Netherlands,Sharm El Sheikh,2,Autumn,Globe Travel Egypt,573.45
T01455,8,Female,Netherlands,Aswan,2,Winter,Luxor and Aswan Travel,333.04
T01456,10,Male,Germany,Aswan,6,Summer,Sunrise Travel Egypt,1054.74
T01457,10,Male,Germany,Cairo,9,Winter,Top Travel Egypt,1324.46
T01458,12,Male,USA,Alexandria,6,Summer,Queen Egypt Tours,745.2
T01459,6,Female,Italy,Alexandria,5,Spring,Egypt Holiday Makers,585.06
T01460,14,Male,Netherlands,Cairo,4,Winter,Zenith Travel Egypt,737.67
T01461,5,Female,USA,Aswan,10,Autumn,International Travel Egypt,1982.86
T01462,7,Male,Netherlands,Cairo,4,Winter,MISR Travel,381.47
T01463,6,Female,Sweden,Hurghada,8,Spring,Emerald Travel Egypt,1525.05
T01464,16,Male,Australia,Hurghada,3,Summer,White Desert Tours,922.43
T01465,17,Female,Canada,Sharm El Sheikh,8,Summer,Galaxy Travel Egypt,2436.9
T01466,5,Female,Denmark,Hurghada,9,Spring,Egypt Time Travel,1975.41
T01467,15,Male,Norway,Sharm El Sheikh,4,Summer,Great Pyramid Travel,978.48
T01468,13,Male,Netherlands,Alexandria,4,Summer,Crystal Travel Egypt,680.43
T01469,13,Female,France,Cairo,2,Autumn,Egypt Tours Portal,204.26
T01470,5,Female,Australia,Sharm El Sheikh,3,Autumn,Lady Egypt Tours,987.78
T01471,18,Male,France,Luxor,7,Summer,Best Egypt Tours,1274.17
T01472,16,Female,Denmark,Luxor,5,Winter,Superior Travel Egypt,810.07
T01473,5,Male,Sweden,Alexandria,7,Winter,Key Egypt Travel,878.6
T01474,16,Female,Spain,Sharm El Sheikh,3,Autumn,MISR Travel,556.35
T01475,6,Female,USA,Aswan,2,Winter,Travco Travel,409.06
T01476,11,Female,Sweden,Luxor,4,Spring,Sunrise Travel Egypt,976.46
T01477,9,Male,France,Aswan,3,Summer,Regency Travel Egypt,531.3
T01478,5,Male,Germany,Alexandria,7,Winter,Red Sea Travel Egypt,801.46
T01479,6,Male,Norway,Sharm El Sheikh,4,Autumn,Galaxy Travel Egypt,777.07
T01480,10,Female,Sweden,Hurghada,3,Winter,Great Pyramid Travel,952.62
T01481,6,Male,Germany,Sharm El Sheikh,6,Spring,Isis Travel,969.48
T01482,14,Female,Spain,Cairo,2,Spring,Legend Travel Egypt,283.62
T01483,5,Male,Canada,Aswan,5,Spring,Diamond Travel Egypt,1238.56
T01484,14,Female,France,Sharm El Sheikh,7,Summer,Emo Tours Egypt,1943.6
T01485,10,Male,Canada,Alexandria,9,Winter,Deluxe Tours Egypt,1093.8
T01486,9,Male,Denmark,Luxor,8,Winter,Memphis Tours,1422.16
T01487,10,Female,Germany,Alexandria,4,Summer,Dynasty Travel Egypt,674.93
T01488,14,Male,Denmark,Aswan,8,Winter,Nile Blue Tours,2339.7
T01489,8,Male,France,Alexandria,9,Spring,Express Travel Egypt,1250.03
T01490,15,Female,Germany,Sharm El Sheikh,3,Spring,Egypt Holiday Makers,702.24
T01491,16,Male,Denmark,Aswan,10,Spring,MISR Travel,1447.37
T01492,5,Male,Norway,Cairo,2,Summer,Egypt Tailor Made Tours,165.51
T01493,17,Male,UK,Cairo,8,Winter,Travel Masters Egypt,721.46
T01494,14,Female,Germany,Alexandria,7,Spring,Premier Travel Egypt,896.36
T01495,13,Male,Canada,Aswan,2,Autumn,Prime Travel Egypt,406.77
T01496,18,Female,Italy,Alexandria,5,Autumn,Express Travel Egypt,708.92
T01497,11,Female,France,Aswan,10,Winter,Emo Tours Egypt,2358.75
T01498,7,Female,Spain,Sharm El Sheikh,9,Spring,Egypt Direct Tours,2003.08
T01499,15,Female,Sweden,Sharm El Sheikh,10,Spring,Travel Choice Egypt,1523.68
T01500,6,Female,USA,Sharm El Sheikh,9,Summer,Lotus Tours Egypt,1376.82
T01501,13,Male,Germany,Sharm El Sheikh,2,Winter,Express Travel Egypt,468.4
T01502,15,Female,Sweden,Cairo,2,Spring,Golden Travel Egypt,186.09
T01503,8,Male,Denmark,Luxor,6,Autumn,King Tut Tours,838.1
T01504,10,Female,Norway,Alexandria,8,Autumn,Lotus Travel Egypt,921.32
T01505,17,Female,UK,Cairo,5,Autumn,Egypt Tailor Made Tours,674.81
T01506,16,Male,Italy,Alexandria,4,Winter,Golden Travel Egypt,585.42
T01507,13,Female,UK,Luxor,8,Autumn,Egypt Direct Tours,864.99
T01508,9,Male,Netherlands,Alexandria,2,Summer,Egypt Time Travel,211.3
T01509,17,Male,Spain,Cairo,2,Winter,Embrace Egypt,339.97
T01510,13,Female,Sweden,Cairo,3,Spring,Crystal Travel Egypt,421.52
T01511,16,Female,France,Sharm El Sheikh,3,Autumn,Great Pyramid Travel,461.51
T01512,17,Female,France,Cairo,7,Spring,Globe Travel Egypt,1321.29
T01513,18,Male,Sweden,Luxor,9,Spring,Sky Travel Egypt,1611.07
T01514,13,Male,Netherlands,Luxor,8,Winter,Victory Travel Egypt,1599.75
T01515,15,Male,Norway,Alexandria,2,Summer,Sky Travel Egypt,344.94
T01516,14,Male,France,Hurghada,9,Spring,Sky Travel Egypt,2804.16
T01517,17,Male,Italy,Sharm El Sheikh,7,Autumn,Safari Travel Egypt,2241.6
T01518,9,Male,Canada,Luxor,7,Spring,United Travel Egypt,702.66
T01519,17,Female,Germany,Cairo,9,Summer,Grand Tours Egypt,1706.91
T01520,5,Female,Australia,Sharm El Sheikh,7,Spring,Journey Egypt,1854.22
T01521,13,Male,Australia,Cairo,5,Spring,Majestic Travel Egypt,568.55
T01522,10,Male,UK,Hurghada,6,Summer,Egypt Tailor Made Tours,1061.67
T01523,5,Male,USA,Alexandria,3,Autumn,Heliopolis Travel,457.7
T01524,12,Male,Sweden,Sharm El Sheikh,6,Summer,Lady Egypt Tours,938.96
T01525,7,Male,Spain,Hurghada,2,Spring,Platinum Travel Egypt,380.35
T01526,6,Male,Denmark,Cairo,9,Autumn,Pyramids Land Tours,1019.81
T01527,8,Female,USA,Aswan,4,Summer,Nile Travel Egypt,1190.99
T01528,7,Female,Spain,Hurghada,2,Summer,Travel House Egypt,292.98
T01529,7,Male,USA,Cairo,3,Summer,Falcon Travel Egypt,597.76
T01530,6,Male,Germany,Cairo,10,Winter,Smart Travel Egypt,1994.94
T01531,9,Male,Italy,Hurghada,4,Winter,Majestic Travel Egypt,608.13
T01532,17,Male,Australia,Sharm El Sheikh,6,Autumn,Memphis Tours,1774.26
T01533,7,Female,Germany,Alexandria,9,Summer,Moon Travel Egypt,1105.45
T01534,12,Female,Sweden,Hurghada,10,Autumn,Zenith Travel Egypt,2959.28
T01535,12,Male,Italy,Aswan,9,Autumn,Explore Egypt Tours,2488.14
T01536,18,Male,Germany,Aswan,3,Winter,Travel House Egypt,418.45
T01537,12,Female,USA,Cairo,8,Summer,Nile Travel Egypt,899.45
T01538,18,Female,Italy,Luxor,7,Autumn,Emo Tours Egypt,1508.48
T01539,12,Female,France,Sharm El Sheikh,5,Winter,Modern Travel Egypt,1149.84
T01540,6,Female,Norway,Cairo,5,Spring,World Travel Egypt,410.26
T01541,16,Female,Australia,Hurghada,9,Spring,New Horizon Travel Egypt,1674.17
T01542,14,Female,Spain,Cairo,6,Autumn,Great Pyramid Travel,819.87
T01543,16,Female,Spain,Aswan,2,Spring,Falcon Travel Egypt,575.77
T01544,7,Female,Denmark,Hurghada,5,Winter,Explore Egypt Tours,972.05
T01545,15,Female,Netherlands,Aswan,10,Spring,Travel Choice Egypt,1986.2
T01546,11,Female,Italy,Luxor,7,Autumn,Queen Egypt Tours,1227.03
T01547,6,Female,Italy,Luxor,3,Autumn,Egypt Tailor Made Tours,384.34
T01548,11,Female,Germany,Aswan,7,Winter,On The Go Tours Egypt,1926.09
T01549,6,Female,UK,Aswan,4,Spring,Osoris Travel,1130.79
T01550,6,Male,USA,Aswan,10,Summer,Star Travel Egypt,2849.42
T01551,9,Male,Canada,Luxor,4,Spring,Embrace Egypt,584.42
T01552,14,Male,Italy,Hurghada,8,Autumn,Egypt Direct Tours,1487.48
T01553,14,Female,Sweden,Sharm El Sheikh,9,Autumn,Lotus Travel Egypt,2492.4
T01554,13,Male,Canada,Alexandria,2,Spring,World Travel Egypt,300.32
T01555,8,Female,Norway,Luxor,4,Spring,Magic Carpet Travel,905.05
T01556,15,Male,Norway,Aswan,8,Summer,Cosmos Travel Egypt,1981.48
T01557,10,Female,Norway,Alexandria,9,Autumn,United Travel Egypt,934.93
T01558,15,Female,Germany,Hurghada,6,Summer,Zenith Travel Egypt,1596.59
T01559,15,Female,Australia,Cairo,5,Winter,Best Egypt Tours,624.07
T01560,9,Male,Canada,Hurghada,8,Autumn,Sunrise Travel Egypt,1950.51
T01561,9,Male,Germany,Sharm El Sheikh,10,Winter,Deluxe Tours Egypt,2606.13
T01562,14,Male,UK,Alexandria,3,Autumn,Heliopolis Travel,428.73
T01563,7,Male,Australia,Alexandria,3,Summer,Crystal Travel Egypt,501.86
T01564,7,Male,France,Aswan,10,Autumn,Royal Vacation Egypt,2044.74
T01565,7,Female,Sweden,Hurghada,8,Winter,Royal Vacation Egypt,2063.97
T01566,18,Female,Australia,Aswan,7,Winter,Abercrombie & Kent Egypt,1106.08
T01567,17,Female,Germany,Hurghada,9,Spring,Insight Vacations Egypt,1780.83
T01568,15,Male,Sweden,Aswan,6,Spring,Sky Travel Egypt,1281.94
T01569,17,Male,USA,Cairo,10,Summer,Nile Travel Egypt,1996.36
T01570,18,Female,France,Cairo,5,Spring,Platinum Travel Egypt,901.45
T01571,16,Male,Germany,Sharm El Sheikh,2,Summer,Grand Tours Egypt,649.48
T01572,18,Male,Italy,Alexandria,4,Spring,Express Travel Egypt,713.28
T01573,13,Male,Sweden,Alexandria,6,Winter,Classic Tours Egypt,710.56
T01574,8,Female,Canada,Luxor,6,Autumn,Oasis Travel Egypt,1036.2
T01575,9,Female,USA,Alexandria,6,Spring,Mirage Travel Egypt,932.37
T01576,15,Male,Sweden,Cairo,10,Autumn,Best Egypt Tours,1102.76
T01577,9,Female,USA,Alexandria,2,Autumn,Royal Travel Egypt,238.53
T01578,7,Female,Spain,Hurghada,4,Autumn,Sunrise Travel Egypt,666.79
T01579,16,Female,Italy,Cairo,5,Winter,Magic Carpet Travel,415.35
T01580,17,Female,France,Luxor,4,Spring,Lotus Tours Egypt,906.58
T01581,5,Female,Sweden,Sharm El Sheikh,5,Autumn,Sunrise Travel Egypt,1185.19
T01582,6,Male,Spain,Sharm El Sheikh,10,Spring,Royal Vacation Egypt,2977.24
T01583,5,Male,USA,Aswan,9,Summer,World Travel Egypt,1955.0
T01584,11,Female,Denmark,Aswan,5,Autumn,Falcon Travel Egypt,1123.06
T01585,9,Female,France,Alexandria,5,Spring,Queen Egypt Tours,666.57
T01586,16,Female,Germany,Luxor,3,Summer,On The Go Tours Egypt,449.35
T01587,14,Male,Spain,Luxor,6,Winter,Travel House Egypt,1041.46
T01588,8,Female,UK,Hurghada,2,Winter,Professional Travel Egypt,291.17
T01589,14,Female,Australia,Sharm El Sheikh,6,Summer,Top Travel Egypt,1189.18
T01590,13,Male,USA,Hurghada,3,Winter,Zenith Travel Egypt,639.76
T01591,7,Female,UK,Aswan,7,Spring,Explore Egypt Tours,1925.47
T01592,16,Female,UK,Sharm El Sheikh,6,Summer,Embrace Egypt,1687.96
T01593,13,Female,USA,Luxor,7,Winter,Osoris Travel,1410.42
T01594,8,Male,Sweden,Alexandria,6,Summer,Journey Egypt,642.97
T01595,6,Male,Australia,Hurghada,5,Summer,Moon Travel Egypt,1254.0
T01596,17,Male,Netherlands,Luxor,6,Spring,Sakkara Travel,1136.48
T01597,14,Female,France,Hurghada,2,Summer,Wings Tours Egypt,373.57
T01598,5,Female,Australia,Aswan,4,Autumn,Egypt Time Travel,1196.45
T01599,16,Female,UK,Sharm El Sheikh,10,Spring,Journey Egypt,1964.04
T01600,15,Female,Australia,Cairo,6,Summer,Osoris Travel,1176.84
T01601,12,Female,Italy,Luxor,10,Winter,Imperial Egypt,1805.89
T01602,14,Female,Germany,Cairo,8,Autumn,United Travel Egypt,805.28
T01603,9,Male,Italy,Alexandria,6,Summer,Cosmos Travel Egypt,801.64
T01604,13,Male,Australia,Alexandria,2,Autumn,Pharaohs Tours,271.7
T01605,14,Female,Germany,Aswan,6,Autumn,Egypt Direct Tours,1449.55
T01606,16,Female,Sweden,Luxor,4,Autumn,Emo Tours Egypt,649.0
T01607,18,Male,Sweden,Alexandria,9,Winter,On The Go Tours Egypt,1057.84
T01608,9,Female,Spain,Alexandria,6,Winter,Wings Tours Egypt,846.11
T01609,13,Female,Canada,Cairo,5,Winter,Golden Egypt Tours,649.84
T01610,17,Male,France,Luxor,4,Summer,Silver Travel Egypt,497.84
T01611,15,Male,Italy,Sharm El Sheikh,5,Spring,Vision Travel Egypt,1389.25
T01612,17,Female,Netherlands,Hurghada,2,Spring,Queen Egypt Tours,464.26
T01613,12,Male,Australia,Cairo,3,Summer,Premier Travel Egypt,254.54
T01614,14,Female,Italy,Luxor,4,Spring,Egypt Direct Tours,586.45
T01615,14,Male,Norway,Cairo,2,Spring,Continental Tours Egypt,285.8
T01616,5,Female,Denmark,Luxor,5,Winter,Prime Travel Egypt,1223.11
T01617,18,Male,Australia,Luxor,10,Summer,Spring Tours,2083.91
T01618,6,Male,France,Alexandria,7,Autumn,Heliopolis Travel,754.22
T01619,7,Male,Italy,Alexandria,9,Autumn,Sunrise Travel Egypt,899.12
T01620,7,Male,Spain,Aswan,10,Winter,Galaxy Travel Egypt,1381.55
T01621,12,Female,France,Alexandria,9,Summer,Golden Egypt Tours,1012.08
T01622,15,Male,UK,Sharm El Sheikh,3,Spring,Premier Travel Egypt,1019.53
T01623,14,Female,UK,Aswan,8,Summer,Galaxy Travel Egypt,1067.25
T01624,16,Male,France,Hurghada,4,Summer,Regency Travel Egypt,1048.1
T01625,6,Female,Norway,Hurghada,10,Autumn,Jasmine Travel Egypt,1542.5
T01626,15,Female,UK,Luxor,8,Summer,Lotus Tours Egypt,1718.59
T01627,13,Male,UK,Alexandria,7,Autumn,Royal Travel Egypt,964.83
T01628,9,Male,Norway,Luxor,6,Winter,Express Travel Egypt,928.89
T01629,5,Male,Spain,Sharm El Sheikh,7,Winter,Prestige Travel Egypt,2418.55
T01630,16,Female,Italy,Alexandria,6,Spring,Continental Tours Egypt,768.97
T01631,5,Male,Netherlands,Aswan,8,Summer,Key Egypt Travel,2120.14
T01632,18,Male,Denmark,Alexandria,9,Summer,Orient Travel Egypt,1034.42
T01633,18,Female,Australia,Cairo,6,Summer,White Desert Tours,571.58
T01634,17,Female,Italy,Luxor,2,Summer,Emo Tours Egypt,309.85
T01635,12,Female,Netherlands,Cairo,7,Spring,Emerald Travel Egypt,901.02
T01636,5,Female,France,Luxor,6,Autumn,Continental Tours Egypt,985.16
T01637,5,Male,Australia,Luxor,5,Winter,Travel Masters Egypt,1170.08
T01638,7,Female,Germany,Hurghada,8,Spring,Wings Tours Egypt,1897.76
T01639,10,Female,Netherlands,Luxor,4,Spring,Ultimate Travel Egypt,936.37
T01640,15,Female,Canada,Sharm El Sheikh,4,Spring,Express Travel Egypt,1211.16
T01641,12,Male,France,Sharm El Sheikh,6,Spring,Nefertiti Travel,1630.33
T01642,6,Female,Sweden,Sharm El Sheikh,7,Autumn,Top Travel Egypt,1514.54
T01643,10,Male,Italy,Alexandria,3,Winter,Spring Tours,418.59
T01644,17,Male,Denmark,Alexandria,2,Autumn,Sunrise Travel Egypt,298.39
T01645,16,Male,France,Aswan,5,Winter,Embrace Egypt,1402.56
T01646,17,Female,Sweden,Cairo,2,Autumn,Modern Travel Egypt,243.58
T01647,18,Male,Norway,Luxor,4,Winter,Pyramids Land Tours,701.84
T01648,17,Female,Australia,Luxor,5,Spring,Royal Travel Egypt,501.44
T01649,17,Female,Spain,Sharm El Sheikh,7,Autumn,Orient Travel Egypt,2195.55
T01650,11,Male,Norway,Sharm El Sheikh,2,Winter,Osoris Travel,576.17
T01651,13,Male,Australia,Hurghada,8,Summer,Smart Travel Egypt,2370.37
T01652,14,Male,Denmark,Sharm El Sheikh,3,Winter,Insight Vacations Egypt,961.71
T01653,7,Male,Australia,Luxor,9,Autumn,Echo Egypt Travel,1465.98
T01654,18,Female,USA,Aswan,7,Winter,Imperial Egypt,988.34
T01655,18,Male,Spain,Luxor,4,Autumn,Silver Travel Egypt,844.85
T01656,13,Male,Australia,Sharm El Sheikh,4,Spring,Jasmine Travel Egypt,906.84
T01657,9,Male,Canada,Hurghada,10,Winter,Global Travel Egypt,2972.02
T01658,18,Male,France,Alexandria,10,Spring,New Horizon Travel Egypt,1250.98
T01659,10,Male,UK,Sharm El Sheikh,3,Winter,Deluxe Tours Egypt,523.15
T01660,7,Male,UK,Hurghada,7,Autumn,Falcon Travel Egypt,1634.42
T01661,16,Female,Canada,Cairo,7,Spring,Osoris Travel,894.88
T01662,13,Male,Netherlands,Hurghada,3,Summer,Memphis Tours,733.2
T01663,16,Female,UK,Alexandria,9,Summer,Egypt Holiday Makers,1154.63
T01664,16,Female,France,Sharm El Sheikh,6,Winter,Ultimate Travel Egypt,1158.4
T01665,16,Female,Denmark,Cairo,9,Spring,Travel World Egypt,1028.3
T01666,18,Female,Sweden,Cairo,5,Autumn,Sharm Club,992.74
T01667,6,Male,Norway,Sharm El Sheikh,10,Winter,Golden Travel Egypt,2974.78
T01668,11,Male,UK,Aswan,10,Spring,King Tut Tours,2681.19
T01669,16,Female,Canada,Hurghada,2,Winter,Top Travel Egypt,390.53
T01670,5,Male,Canada,Cairo,8,Winter,Globe Travel Egypt,656.03
T01671,12,Male,Canada,Sharm El Sheikh,2,Summer,Imperial Egypt,497.84
T01672,7,Female,USA,Aswan,2,Spring,Sakkara Travel,272.15
T01673,17,Male,Italy,Aswan,9,Spring,Heliopolis Travel,1268.31
T01674,7,Male,Germany,Luxor,4,Summer,Travel Masters Egypt,689.63
T01675,8,Female,Norway,Alexandria,9,Summer,Lotus Tours Egypt,1517.9
T01676,8,Female,UK,Aswan,2,Summer,Pyramids Land Tours,528.85
T01677,6,Male,Canada,Aswan,10,Autumn,Best Egypt Tours,2235.6
T01678,11,Male,Italy,Aswan,8,Winter,Abercrombie & Kent Egypt,2265.72
T01679,13,Female,Canada,Cairo,5,Summer,Golden Travel Egypt,579.86
T01680,8,Male,Netherlands,Sharm El Sheikh,7,Spring,Deluxe Tours Egypt,2215.66
T01681,16,Female,Germany,Cairo,10,Autumn,Imperial Egypt,1939.66
T01682,15,Male,Germany,Cairo,2,Spring,Majestic Travel Egypt,214.91
T01683,13,Female,Italy,Aswan,5,Autumn,Paradise Travel Egypt,656.5
T01684,17,Male,Germany,Luxor,8,Winter,Spring Tours,1227.64
T01685,5,Male,Canada,Sharm El Sheikh,5,Winter,Abercrombie & Kent Egypt,1684.5
T01686,6,Female,Germany,Alexandria,7,Winter,Heliopolis Travel,1034.45
T01687,9,Female,USA,Luxor,4,Autumn,Journey Egypt,655.64
T01688,10,Female,Denmark,Luxor,4,Summer,Pioneer Travel Egypt,828.49
T01689,18,Female,USA,Alexandria,10,Winter,Emerald Travel Egypt,1282.25
T01690,16,Male,Denmark,Alexandria,3,Spring,Heliopolis Travel,288.68
T01691,17,Female,Denmark,Hurghada,10,Spring,Star Travel Egypt,2380.33
T01692,17,Male,Sweden,Cairo,3,Spring,Spring Tours,246.83
T01693,12,Male,Netherlands,Aswan,2,Autumn,Nefertiti Travel,465.74
T01694,10,Female,UK,Hurghada,10,Spring,Globe Travel Egypt,2956.72
T01695,15,Female,USA,Luxor,4,Summer,Lady Egypt Tours,432.43
T01696,9,Female,Canada,Sharm El Sheikh,9,Autumn,Memphis Tours,1791.25
T01697,7,Male,Denmark,Alexandria,9,Autumn,Great Pyramid Travel,1265.63
T01698,17,Female,Sweden,Sharm El Sheikh,5,Winter,Prestige Travel Egypt,1608.46
T01699,6,Male,Australia,Cairo,8,Winter,Majestic Travel Egypt,756.39
T01700,12,Male,UK,Cairo,6,Winter,Sunrise Travel Egypt,922.68
T01701,14,Female,Netherlands,Sharm El Sheikh,2,Spring,Superior Travel Egypt,660.4
T01702,15,Female,Australia,Aswan,2,Summer,Travel Choice Egypt,423.61
T01703,5,Male,Denmark,Alexandria,4,Summer,Insight Vacations Egypt,515.54
T01704,14,Female,France,Aswan,5,Winter,Cosmos Travel Egypt,1311.45
T01705,17,Female,Denmark,Hurghada,4,Spring,Golden Travel Egypt,1084.22
T01706,18,Male,Norway,Cairo,5,Spring,Safari Travel Egypt,566.95
T01707,9,Male,Denmark,Aswan,5,Autumn,Orient Travel Egypt,1304.58
T01708,17,Female,Australia,Aswan,9,Spring,Infinity Travel Egypt,2084.13
T01709,6,Male,Norway,Alexandria,9,Spring,Universal Travel Egypt,1087.44
T01710,16,Female,Italy,Luxor,4,Spring,Premier Travel Egypt,622.15
T01711,15,Female,Denmark,Cairo,3,Winter,White Desert Tours,557.61
T01712,13,Male,Sweden,Luxor,5,Summer,Egypt Direct Tours,685.29
T01713,18,Female,Norway,Sharm El Sheikh,9,Winter,Karnak Tours,3009.15
T01714,18,Male,UK,Cairo,2,Spring,Paradise Travel Egypt,312.36
T01715,12,Female,Italy,Hurghada,2,Winter,Wonder Travel Egypt,350.15
T01716,6,Male,Australia,Luxor,5,Winter,Victory Travel Egypt,601.6
T01717,6,Female,Italy,Cairo,7,Summer,Key Egypt Travel,740.67
T01718,16,Male,Australia,Aswan,4,Autumn,Egypt Direct Tours,570.05
T01719,7,Male,USA,Alexandria,2,Spring,Zenith Travel Egypt,228.33
T01720,15,Female,USA,Luxor,7,Autumn,Emo Tours Egypt,1285.97
T01721,12,Female,Australia,Sharm El Sheikh,8,Summer,Heliopolis Travel,2126.19
T01722,5,Male,Netherlands,Luxor,7,Winter,Smart Travel Egypt,1055.15
T01723,5,Female,Norway,Alexandria,3,Autumn,Spring Tours,416.59
T01724,15,Female,Germany,Sharm El Sheikh,10,Winter,Travel Line Egypt,3258.64
T01725,12,Male,Italy,Luxor,4,Winter,Jasmine Travel Egypt,606.45
T01726,11,Female,Sweden,Aswan,9,Spring,White Desert Tours,2373.54
T01727,18,Male,Sweden,Cairo,7,Autumn,Platinum Travel Egypt,1276.62
T01728,6,Male,Germany,Luxor,6,Winter,Platinum Travel Egypt,1109.45
T01729,15,Female,Netherlands,Sharm El Sheikh,7,Spring,Ultimate Travel Egypt,2130.86
T01730,18,Female,Spain,Luxor,9,Winter,Plan Egypt Tours,903.66
T01731,18,Male,France,Sharm El Sheikh,8,Autumn,Scandia Tours Egypt,2115.66
T01732,7,Male,Norway,Hurghada,9,Winter,Continental Tours Egypt,2864.16
T01733,17,Male,Sweden,Sharm El Sheikh,8,Winter,Future Travel Egypt,2147.09
T01734,9,Male,Netherlands,Sharm El Sheikh,10,Winter,Sakkara Travel,1635.41
T01735,14,Female,Italy,Luxor,9,Autumn,Future Travel Egypt,2065.29
T01736,18,Female,Germany,Cairo,10,Autumn,Silver Travel Egypt,813.27
T01737,12,Female,Germany,Hurghada,3,Summer,United Travel Egypt,438.64
T01738,17,Male,USA,Aswan,2,Spring,Legend Travel Egypt,566.24
T01739,9,Female,Denmark,Hurghada,2,Spring,Victory Travel Egypt,334.12
T01740,14,Male,Spain,Luxor,9,Winter,Globe Travel Egypt,1548.18
T01741,14,Female,France,Alexandria,7,Summer,Spring Tours,867.76
T01742,12,Male,Canada,Cairo,10,Spring,Travel World Egypt,1421.92
T01743,14,Female,Netherlands,Hurghada,10,Autumn,Modern Travel Egypt,3199.23
T01744,8,Male,UK,Aswan,6,Autumn,Wings Tours Egypt,1040.25
T01745,7,Female,Canada,Luxor,6,Autumn,Majestic Travel Egypt,1318.27
T01746,16,Female,Denmark,Hurghada,6,Summer,Elite Egypt Tours,851.16
T01747,14,Male,Germany,Luxor,7,Spring,Platinum Travel Egypt,959.32
T01748,8,Male,Spain,Cairo,6,Autumn,Silver Travel Egypt,515.8
T01749,12,Female,Spain,Cairo,7,Spring,Moon Travel Egypt,834.92
T01750,14,Male,UK,Cairo,10,Winter,Travel Point Egypt,1634.49
T01751,17,Male,Denmark,Cairo,7,Winter,White Desert Tours,575.01
T01752,9,Female,Denmark,Alexandria,10,Spring,Express Travel Egypt,1602.79
T01753,6,Female,Sweden,Sharm El Sheikh,8,Spring,Cosmos Travel Egypt,2398.9
T01754,11,Male,Spain,Alexandria,2,Spring,Plan Egypt Tours,269.83
T01755,7,Male,USA,Aswan,4,Spring,Dynasty Travel Egypt,1092.65
T01756,10,Male,France,Hurghada,9,Winter,Lotus Travel Egypt,1631.09
